9	1	38
6	93	71
66	79	41
36	5	94
2	94	93
22	79	86
74	51	38
75	70	92
23	85	93
13	37	48
71	22	42
85	50	31
3	91	32
67	33	28
89	38	64
29	1	6
1	62	61
58	73	20
46	51	53
96	0	39
94	30	13
90	89	86
54	92	25
48	56	52
29	24	1
71	82	73
89	98	88
10	16	96
21	78	43
29	60	74
14	95	59
42	16	16
20	54	25
78	8	65
52	12	89
4	55	67
25	1	82
74	72	78
27	28	77
6	55	95
49	38	75
39	58	18
3	94	38
26	68	75
16	97	93
4	86	6
92	19	17
47	66	86
21	47	66
71	23	0
75	81	54
70	48	35
66	78	30
10	94	75
61	39	78
45	9	85
39	93	53
87	57	24
65	65	84
9	28	74
20	45	21
23	54	64
9	41	99
21	70	92
46	49	53
90	46	50
54	47	53
79	8	74
88	90	57
1	10	59
19	36	63
16	82	85
58	59	14
1	23	42
44	90	79
5	90	76
76	12	50
61	95	26
79	83	79
14	76	28
73	14	22
74	31	67
40	90	79
24	51	49
50	93	39
21	37	14
57	36	50
47	38	78
90	64	83
96	64	59
76	62	58
68	36	65
79	24	68
0	64	15
4	89	0
60	18	49
26	39	42
41	68	4
82	21	39
93	3	74
10	49	29
79	94	16
65	4	1
8	18	9
66	54	5
95	25	46
99	58	85
31	5	92
47	33	95
11	97	3
22	60	60
29	25	55
11	26	58
82	98	35
65	94	57
78	63	10
77	67	27
72	33	63
49	86	82
64	19	19
78	83	20
42	86	27
41	48	35
58	64	7
95	26	0
23	19	77
90	88	47
61	80	97
34	52	77
43	21	55
57	85	15
22	90	16
43	72	47
34	39	68
39	6	50
39	4	34
91	48	45
71	75	74
87	25	44
1	12	11
74	35	26
37	12	18
89	51	41
5	58	22
12	67	11
47	14	97
87	65	59
55	30	55
74	29	19
21	32	86
46	98	51
34	17	18
85	12	45
84	37	21
91	96	70
71	96	63
53	55	1
37	4	45
54	15	52
61	89	7
40	67	29
28	46	12
35	75	18
26	90	59
16	27	18
98	4	34
84	71	8
99	46	82
97	59	80
86	10	50
3	50	98
72	86	71
20	76	89
82	79	7
21	99	91
89	87	60
80	59	13
65	79	9
31	14	49
36	13	71
38	30	49
74	3	86
12	96	46
86	82	74
69	80	43
81	68	90
72	10	69
8	50	3
18	6	18
93	10	73
4	79	19
36	62	21
29	45	53
11	78	56
88	87	30
69	64	5
14	70	14
3	7	20
63	74	43
6	9	43
95	88	12
69	23	70
90	95	15
1	49	16
42	22	42
27	81	43
1	91	87
72	90	17
84	78	32
13	99	70
75	93	49
79	7	55
53	59	91
73	2	28
55	88	43
50	49	38
65	76	75
91	37	55
95	91	38
77	84	87
76	12	91
80	64	38
77	5	90
85	30	61
87	64	61
87	31	20
61	50	4
60	43	49
43	67	9
8	62	97
3	49	46
15	16	4
41	18	64
38	51	58
87	25	44
40	43	51
42	27	67
5	33	72
50	7	2
32	95	9
72	90	40
6	33	22
92	50	73
77	65	35
40	54	2
77	22	0
91	25	21
91	88	96
88	41	20
31	53	39
64	11	99
78	28	56
53	21	0
33	37	31
91	35	98
49	6	24
8	71	27
37	76	9
88	63	95
39	96	64
27	39	74
3	18	0
60	13	63
68	11	31
64	11	72
59	84	23
87	96	54
81	22	83
85	50	64
73	96	70
18	19	42
24	86	62
67	88	57
59	54	88
51	58	31
32	87	74
66	81	64
0	52	5
17	57	53
75	45	11
47	97	52
68	87	98
14	58	25
39	29	24
46	35	72
15	32	95
69	8	41
22	19	41
51	86	51
16	60	29
32	63	49
78	43	62
38	97	0
2	36	68
25	1	99
45	4	43
35	34	50
77	44	76
14	9	49
92	49	14
14	74	15
26	43	52
76	44	0
53	48	52
93	98	2
25	22	35
83	13	82
79	86	15
35	82	4
9	90	19
24	74	82
13	92	49
19	15	64
22	99	61
12	24	34
57	19	23
92	87	32
86	36	6
90	80	37
41	93	88
81	49	93
89	65	96
15	38	25
35	40	26
22	9	21
27	3	31
65	23	77
29	5	44
78	21	22
8	8	70
73	9	93
86	44	75
87	51	0
87	55	93
5	17	6
12	44	22
54	73	85
52	13	45
98	34	21
4	80	6
69	45	50
44	43	14
81	16	71
0	84	32
60	1	30
71	38	26
20	98	21
32	43	25
44	44	16
54	39	5
33	30	88
2	79	28
53	57	59
19	32	44
16	46	87
61	53	15
56	50	72
92	99	79
74	11	3
62	46	37
99	23	80
29	68	49
3	72	25
40	99	52
57	52	29
35	10	33
12	10	91
34	22	84
84	36	17
82	44	33
64	55	30
9	43	41
81	83	41
96	80	30
33	32	10
35	99	77
30	37	36
85	27	98
22	71	74
15	39	46
15	13	86
88	85	0
12	9	39
41	26	20
99	37	18
86	18	47
43	70	1
21	29	11
72	41	20
3	93	76
24	72	70
40	27	79
27	6	50
80	71	56
59	72	93
90	35	99
30	41	64
57	88	6
50	23	6
76	51	67
86	79	19
17	79	11
30	72	42
93	0	85
54	43	14
32	92	27
82	67	84
86	73	40
59	75	33
72	12	90
87	67	67
55	13	20
24	18	79
67	64	34
47	6	8
94	93	43
82	82	80
6	44	9
23	29	17
75	55	7
74	98	77
20	96	9
14	23	94
2	31	28
16	69	98
12	77	50
85	49	88
44	81	69
5	20	30
80	88	37
99	5	55
31	2	14
54	38	0
99	92	53
56	59	58
5	74	20
38	43	79
92	83	15
6	47	3
14	21	96
49	25	31
20	28	18
44	4	47
17	45	79
58	12	77
92	18	50
7	37	11
34	37	24
25	43	24
41	12	9
39	41	92
98	76	5
91	72	53
76	72	51
71	87	69
78	32	90
52	2	78
28	22	87
57	60	53
20	56	78
73	15	67
22	62	60
62	46	41
11	87	68
39	76	97
7	82	12
27	67	61
1	71	14
60	74	44
8	20	38
22	91	97
64	35	20
86	70	2
95	16	5
64	98	70
58	6	81
83	21	13
4	98	73
85	8	62
91	64	41
15	40	71
77	86	24
46	69	86
2	96	51
75	4	73
16	82	85
98	84	33
22	13	2
83	58	52
69	82	41
62	15	17
64	4	36
17	71	18
4	8	90
80	77	53
63	0	5
67	68	68
57	88	45
88	66	71
25	2	41
62	73	53
91	78	65
64	37	19
63	48	51
24	35	48
19	94	96
60	28	80
70	15	27
41	80	16
83	70	6
97	63	22
44	79	27
56	15	47
1	48	11
89	83	47
99	14	0
95	33	88
59	65	99
14	93	61
20	52	51
36	89	74
64	42	52
35	29	41
31	77	32
67	25	73
27	11	45
54	0	36
55	91	82
72	19	83
40	99	10
39	45	46
69	96	3
66	72	65
30	32	12
61	14	89
78	81	38
81	55	60
41	22	58
53	45	83
78	76	78
64	22	8
65	60	62
25	77	71
91	61	80
36	71	23
13	6	8
27	18	9
64	13	1
40	30	94
38	73	48
89	94	34
96	57	29
84	31	55
14	58	61
11	37	39
26	48	43
33	91	76
54	96	98
95	58	9
67	97	88
54	50	91
27	77	10
40	30	46
3	16	7
36	37	13
78	74	30
79	62	3
15	78	78
17	33	21
70	43	18
71	47	59
75	12	62
92	86	18
70	60	68
58	39	13
49	24	18
40	95	96
79	95	58
89	2	85
95	20	21
58	72	90
28	56	90
46	54	6
63	97	86
44	54	71
64	85	95
67	38	97
23	54	47
79	78	33
90	60	31
86	99	84
29	27	50
3	55	74
97	3	31
21	23	70
17	12	71
68	81	82
75	39	66
91	74	45
0	39	81
11	12	92
41	40	0
89	84	74
70	30	31
87	78	33
79	87	33
90	98	35
35	91	3
28	23	42
57	34	4
21	56	13
74	70	34
96	5	65
19	22	72
90	44	55
31	0	43
3	5	90
50	9	31
60	70	91
14	4	54
53	91	11
65	1	54
95	1	74
18	50	84
96	63	44
78	98	34
98	64	29
53	84	12
86	72	77
38	63	6
36	12	18
18	56	57
27	91	56
51	93	68
74	94	56
95	27	35
72	4	82
70	6	32
32	36	73
59	53	64
81	86	74
78	81	18
66	87	74
85	36	91
7	84	13
55	25	20
13	19	75
84	11	36
74	65	68
42	57	87
43	88	68
39	12	78
1	80	29
28	59	19
19	86	85
19	45	3
89	96	8
36	13	41
0	89	60
44	48	39
41	3	25
40	58	53
59	23	45
14	80	56
55	75	67
27	7	76
90	26	70
43	20	69
64	15	88
78	19	41
59	37	85
50	23	45
7	55	17
9	52	44
18	71	44
37	55	52
82	98	98
41	13	81
78	92	29
29	94	78
27	37	47
78	11	58
58	86	41
11	41	11
21	40	1
18	75	29
11	97	92
60	17	42
22	52	62
67	44	77
16	13	10
37	53	80
56	46	41
38	38	70
30	58	69
28	33	79
14	23	59
97	25	23
40	33	4
17	74	15
18	86	76
31	79	75
81	48	6
69	66	74
18	5	47
81	88	25
80	41	63
60	66	62
96	67	82
71	94	75
66	29	80
16	52	37
64	54	28
26	7	35
44	15	47
86	43	98
52	36	98
29	0	69
28	30	55
25	88	82
17	38	52
24	89	39
34	0	21
13	2	53
21	84	17
9	65	93
89	81	49
68	40	51
13	54	45
98	73	76
11	92	5
47	6	46
98	98	89
20	82	0
1	9	87
74	41	24
84	29	65
38	63	84
84	78	78
65	51	43
96	32	71
96	17	21
17	88	84
32	75	76
67	35	59
8	53	52
44	59	82
25	73	13
35	9	71
25	6	47
90	66	10
0	91	29
46	77	95
6	89	79
18	44	9
57	87	69
85	89	10
57	36	19
2	12	35
61	85	63
17	51	6
77	29	36
65	26	45
1	67	36
51	25	72
61	40	73
38	16	54
69	94	92
43	16	75
3	60	40
20	15	28
39	35	44
42	5	6
21	19	12
40	50	89
60	59	15
48	69	60
88	46	89
56	47	81
26	10	4
44	32	23
17	25	40
91	27	41
89	58	80
16	75	23
33	74	81
1	94	37
57	25	74
54	59	73
26	10	69
58	60	99
77	69	44
44	26	29
7	74	8
82	31	13
20	40	21
92	76	42
93	64	61
31	53	56
64	49	65
40	53	11
26	35	90
41	3	3
18	23	69
50	16	84
73	74	80
42	93	18
84	13	96
86	94	81
82	19	75
79	46	46
96	13	61
27	19	83
82	50	46
81	97	5
47	7	76
5	66	51
53	54	25
23	85	10
83	53	83
83	76	66
56	95	76
98	21	5
23	43	80
24	47	92
98	3	16
8	15	86
41	20	29
31	50	95
89	9	48
4	19	45
81	63	31
34	0	25
27	15	95
38	54	6
48	41	13
90	99	88
92	13	80
30	54	0
96	98	78
77	24	83
41	13	15
72	69	70
3	72	77
45	2	30
41	46	92
88	45	15
60	83	48
86	34	32
43	3	52
47	58	71
48	2	85
86	64	42
71	0	93
57	21	24
93	86	42
88	78	47
75	37	71
27	85	81
21	19	76
26	29	38
99	54	82
26	35	15
70	75	10
62	83	90
55	87	2
14	87	66
19	49	82
71	26	44
11	52	17
20	91	89
27	87	48
39	74	68
59	92	15
74	82	34
9	90	8
60	65	96
42	78	32
61	45	61
65	74	84
99	42	38
26	50	6
13	98	78
53	49	26
80	13	74
37	36	29
78	12	65
30	26	61
55	22	37
21	67	68
12	17	20
32	47	9
88	70	91
54	16	58
45	6	14
39	54	41
14	35	98
69	78	42
69	62	10
27	6	89
64	18	92
99	79	59
80	27	58
81	51	53
65	67	14
60	63	63
33	40	29
48	5	84
59	74	26
31	85	52
41	69	51
80	15	83
25	72	12
30	51	99
59	57	19
60	8	30
0	84	56
60	77	76
96	78	48
18	34	52
94	66	55
4	47	25
64	27	71
37	80	86
92	83	17
73	66	40
22	88	81
22	68	2
70	73	89
13	82	76
45	33	87
10	98	24
15	26	65
98	79	43
66	90	26
47	1	90
16	27	60
18	97	87
64	39	83
88	0	29
13	70	86
31	98	43
87	42	34
5	4	68
91	35	86
58	46	66
17	14	77
13	38	10
71	23	17
33	85	67
43	5	30
65	56	85
1	57	30
58	54	19
64	63	39
83	83	44
58	57	86
67	84	84
52	66	89
39	87	37
16	57	2
64	45	75
31	84	64
72	90	34
84	48	56
68	61	21
70	78	96
8	61	16
45	28	97
60	4	62
46	23	77
84	98	53
84	6	25
65	97	55
74	65	44
36	43	62
58	61	74
83	38	98
64	33	1
90	74	61
65	6	34
73	75	16
89	13	48
66	67	34
48	33	84
3	42	9
64	71	10
16	33	69
5	67	87
96	24	61
82	75	57
75	69	32
65	60	63
3	74	81
5	10	51
81	57	36
15	11	24
63	12	6
79	33	51
50	85	29
33	38	69
41	63	87
99	92	50
88	71	82
82	41	43
46	61	13
5	31	19
17	77	43
9	27	33
17	3	73
76	33	18
48	46	36
25	39	20
0	79	20
30	54	18
27	31	90
90	52	7
93	7	32
35	44	68
36	78	46
56	93	65
36	93	72
93	57	53
91	20	9
16	27	63
72	93	70
31	54	10
97	51	91
79	57	17
94	22	99
48	46	48
91	49	10
26	89	85
60	23	11
81	68	26
23	81	31
27	18	93
95	47	13
50	10	70
42	41	52
61	57	64
46	42	93
59	96	38
0	90	89
98	21	52
91	18	25
12	96	36
71	75	5
88	90	12
36	33	42
59	37	2
11	56	13
37	27	61
1	94	33
30	4	97
8	55	90
77	24	90
40	35	11
14	87	73
25	31	86
47	95	84
55	2	59
6	45	21
83	45	22
69	66	39
24	45	36
72	50	56
94	57	3
4	47	42
65	50	8
72	97	91
66	95	7
16	53	92
73	79	39
61	97	55
32	95	93
57	84	46
95	83	95
21	88	3
87	88	15
30	98	37
63	65	18
36	41	44
8	83	62
30	43	94
30	0	54
86	10	50
46	42	40
75	68	53
62	91	5
21	76	13
54	4	33
67	34	51
73	79	21
85	42	93
71	33	55
79	34	88
84	37	34
61	47	14
52	51	36
13	37	11
17	88	72
95	88	30
82	99	68
73	82	34
45	27	17
57	91	23
67	5	23
67	7	77
12	89	33
71	46	36
59	16	80
78	80	6
59	88	51
42	26	56
84	26	74
52	74	58
98	60	80
90	38	2
28	95	95
73	61	20
27	66	75
61	31	77
91	91	81
3	23	81
19	13	76
63	1	49
1	98	79
37	3	92
69	7	70
90	20	14
1	43	12
94	49	43
2	11	52
41	26	33
95	61	40
92	33	17
60	10	88
62	97	83
54	19	87
8	28	11
83	45	2
91	27	65
58	54	2
18	11	92
69	50	91
93	59	80
40	74	16
91	1	24
64	69	45
46	70	85
7	28	68
31	24	16
71	61	76
85	69	23
38	9	43
83	69	52
46	23	7
81	61	51
76	42	79
5	58	63
73	36	7
62	6	33
64	97	73
20	41	93
32	38	11
50	88	96
96	59	53
22	38	82
44	47	91
81	69	74
88	67	37
50	47	72
57	27	89
59	82	47
5	79	87
35	9	5
6	68	40
0	76	29
34	76	76
16	19	24
57	4	92
1	53	69
13	38	46
99	65	59
38	63	80
46	46	50
47	35	26
88	20	83
80	90	95
47	29	42
46	9	77
20	23	26
45	8	8
1	41	54
99	21	29
87	98	63
49	7	48
19	56	58
32	79	49
43	4	86
39	11	5
50	7	21
33	37	0
43	60	91
76	68	93
43	21	38
64	33	71
59	25	77
20	15	5
90	4	95
39	16	1
98	17	85
20	85	78
99	93	86
64	85	33
96	20	96
6	57	25
37	9	55
32	91	29
56	92	40
97	38	91
28	36	5
59	41	54
35	53	92
8	6	7
64	12	92
97	84	77
20	43	37
77	91	6
38	73	59
69	51	23
30	65	21
63	46	56
68	60	7
30	94	49
46	84	2
78	88	67
46	23	76
71	23	89
6	78	63
35	10	12
68	63	11
52	69	63
13	82	49
74	53	34
58	16	59
84	98	47
10	52	69
78	43	93
95	96	41
78	63	89
62	54	95
91	90	75
69	15	51
40	66	73
85	43	11
67	82	89
40	93	94
7	19	80
23	20	40
26	86	57
4	65	57
44	76	89
66	63	14
60	10	95
30	71	49
21	38	75
70	16	1
85	45	86
85	21	37
44	10	57
10	3	44
19	64	29
58	97	47
41	72	2
38	10	68
29	48	33
2	59	47
28	91	44
63	17	3
80	72	49
60	53	22
18	91	56
27	62	53
66	61	18
91	19	37
47	27	39
8	52	65
51	78	89
10	80	61
61	65	72
22	45	18
15	25	73
27	80	26
24	16	59
54	78	26
87	5	38
71	22	82
28	61	77
14	52	37
68	4	91
46	22	36
10	86	8
21	29	21
31	2	15
34	54	32
81	8	3
48	56	65
22	70	36
35	74	3
92	69	75
51	10	80
99	5	39
77	77	53
84	78	54
94	89	9
49	42	88
50	51	38
33	77	26
61	19	33
52	69	60
55	78	34
24	30	0
13	97	80
50	51	91
98	26	95
20	48	4
3	22	92
80	19	59
80	31	20
7	31	4
58	32	36
90	47	53
76	5	50
90	30	94
55	71	19
85	5	0
67	44	47
85	37	76
83	71	68
32	10	34
66	73	17
8	92	1
85	41	17
12	36	3
18	31	87
27	54	21
79	87	32
1	36	33
74	0	46
90	16	51
78	80	0
6	28	34
89	72	18
6	95	44
94	31	78
28	41	46
90	61	66
45	86	6
9	6	80
70	84	76
78	5	59
5	40	60
92	20	87
49	25	15
71	49	76
34	86	90
68	51	16
5	77	14
3	49	2
97	89	62
50	87	4
86	13	50
69	77	85
78	60	67
4	97	99
58	95	99
40	4	9
81	95	22
84	82	42
82	94	20
14	56	27
47	61	2
88	26	7
61	70	8
79	53	46
19	28	86
64	70	47
8	60	4
11	75	3
95	80	95
74	21	8
48	33	72
12	53	31
12	78	11
36	6	0
67	80	7
97	39	33
72	19	14
2	53	54
72	91	40
18	49	83
18	86	90
96	27	36
11	55	63
98	69	21
5	35	26
62	39	61
80	6	25
98	23	20
35	58	76
18	97	80
97	24	74
44	62	8
46	12	92
13	15	79
28	22	42
27	42	46
84	98	47
86	87	93
13	12	74
95	99	81
11	79	83
42	98	17
30	74	77
99	96	64
7	59	12
97	92	87
4	12	62
86	27	34
51	40	1
55	43	48
91	20	73
85	51	9
99	25	15
88	25	38
82	23	88
58	50	34
81	7	97
4	64	39
69	57	28
48	69	23
29	92	21
92	82	15
29	77	73
48	40	93
34	34	53
19	79	85
29	70	68
23	50	80
54	68	13
28	67	32
67	50	82
64	36	80
32	53	99
51	13	85
11	21	27
27	26	60
11	72	90
28	61	59
75	92	83
89	58	21
99	16	12
45	52	94
69	26	68
92	5	15
15	77	84
2	74	28
27	69	49
25	7	81
66	67	58
59	30	53
59	90	27
76	40	4
18	25	99
4	77	81
69	87	82
2	10	49
3	95	41
65	7	55
16	79	73
52	64	31
17	47	88
40	42	29
30	12	71
93	15	11
15	99	6
51	54	52
64	24	94
49	12	94
23	37	1
96	58	15
17	21	64
9	16	34
45	13	71
82	26	67
44	18	77
64	8	23
65	70	63
71	94	87
10	65	68
49	8	22
77	81	21
88	38	86
29	38	43
26	28	98
80	9	9
77	51	48
82	52	95
31	59	13
61	69	33
92	98	90
61	41	56
29	23	16
81	8	79
82	41	2
82	96	9
23	69	3
58	47	71
1	77	25
54	76	18
5	29	60
28	93	59
33	26	70
30	52	64
83	75	81
37	57	26
27	11	57
75	92	68
76	30	83
22	27	84
1	70	92
56	42	85
63	77	55
20	78	45
72	76	95
8	23	95
74	3	45
82	48	6
11	2	63
98	66	62
58	27	92
18	17	66
17	24	40
18	88	30
25	5	64
28	41	92
30	37	68
49	2	32
54	81	92
74	8	50
48	20	61
63	30	46
89	95	16
57	1	30
84	59	46
52	31	71
76	50	24
78	40	2
77	87	55
61	71	86
16	9	58
64	68	0
44	39	69
62	18	76
80	9	58
79	28	96
40	87	79
76	60	28
34	62	79
81	20	42
38	19	95
37	65	41
27	64	27
30	0	43
55	43	38
36	40	35
30	42	70
83	46	33
74	47	86
46	40	35
39	64	40
78	60	33
89	75	45
81	85	95
92	16	85
15	76	94
14	88	48
9	55	14
9	14	67
23	56	14
33	96	68
78	31	59
78	35	59
3	46	10
85	85	99
45	92	18
61	95	41
77	26	55
4	33	58
84	55	0
41	54	99
8	81	7
1	15	13
62	66	1
13	6	80
26	8	95
96	54	31
95	19	89
86	19	19
44	24	83
91	73	69
56	99	57
41	25	64
50	30	9
46	38	3
81	51	46
84	8	98
37	70	92
36	48	51
62	5	98
37	65	18
39	53	66
2	52	17
96	14	20
56	10	99
98	95	22
68	36	6
21	17	35
42	9	68
56	89	8
54	22	20
1	48	87
65	78	85
48	54	34
7	68	60
36	17	49
20	10	57
53	16	32
78	10	23
19	71	70
69	6	44
73	18	61
97	81	90
47	36	29
41	83	27
19	14	85
47	49	73
51	52	7
97	81	57
63	33	28
14	69	20
6	80	24
88	65	89
70	41	1
23	66	63
30	18	48
17	64	13
6	16	57
20	93	21
52	83	66
57	86	34
63	17	32
57	66	63
7	19	49
18	29	27
42	80	75
9	27	35
16	10	41
76	64	46
12	13	62
45	56	86
18	9	91
81	28	75
29	41	8
84	98	68
59	53	59
18	29	48
28	10	97
48	92	21
77	38	77
34	18	17
86	17	58
41	38	27
92	61	52
12	13	45
88	89	87
73	1	3
88	15	22
92	14	66
99	10	31
3	33	16
35	22	78
98	11	51
51	44	30
23	8	31
36	39	47
80	22	68
59	50	68
59	2	41
50	68	47
78	73	79
49	70	70
63	27	71
29	64	97
68	91	73
65	5	4
6	28	82
14	33	70
67	23	53
18	92	95
19	93	53
71	62	89
80	48	83
4	5	60
37	31	15
74	32	71
58	77	63
45	3	25
42	10	38
38	58	61
48	19	19
50	13	72
45	55	95
56	70	26
59	14	35
75	60	47
24	94	97
57	48	59
23	24	3
7	67	28
17	23	58
85	81	46
9	31	39
50	21	28
92	14	21
55	96	23
30	26	68
23	75	46
6	34	45
12	29	45
4	62	62
20	55	65
78	9	95
7	2	18
39	11	28
4	21	45
65	64	76
81	67	67
36	23	82
48	97	7
47	91	81
47	32	25
90	9	46
18	61	87
62	37	81
31	11	40
14	88	22
42	30	41
70	91	56
33	62	23
84	5	82
88	77	16
16	19	63
20	99	60
23	4	70
0	96	55
75	55	48
31	75	46
4	43	77
1	80	87
60	87	40
50	80	48
27	30	76
68	37	2
35	95	0
85	30	80
71	85	85
5	61	77
64	26	19
5	79	62
8	33	94
12	32	4
65	76	61
23	38	81
65	27	32
46	50	64
24	75	73
97	47	1
92	98	55
96	71	48
65	83	92
10	91	67
31	63	49
4	49	62
7	75	77
47	59	83
26	75	66
95	11	65
9	62	21
35	84	26
86	95	60
75	39	94
28	56	48
29	30	18
87	45	16
68	43	94
63	95	67
99	81	28
76	79	40
25	92	57
72	49	51
52	91	19
7	81	5
84	91	17
97	75	35
35	38	73
62	54	73
97	30	85
45	90	19
50	33	16
53	84	12
58	33	22
85	40	10
6	18	95
94	41	49
85	70	7
88	4	64
9	47	89
33	62	68
32	45	54
35	42	60
2	67	71
82	49	28
30	71	51
80	73	99
70	24	40
32	95	56
56	26	69
59	37	37
5	86	99
89	26	67
91	80	93
64	88	50
43	28	24
38	94	30
27	57	33
38	72	20
27	90	30
65	75	21
94	68	68
14	78	90
90	79	35
96	35	98
31	29	36
53	46	87
92	41	82
2	65	48
0	76	73
87	33	3
10	10	10
86	84	72
86	91	60
24	62	63
21	70	90
62	52	63
52	95	80
38	32	97
12	50	73
96	54	80
5	10	64
32	24	4
48	34	85
79	65	17
19	95	90
65	88	92
9	66	40
97	85	47
64	76	48
49	96	56
95	87	12
84	22	80
84	83	14
50	22	47
74	57	9
52	3	80
44	97	83
56	24	6
57	26	70
36	35	87
54	9	44
89	63	7
41	16	35
52	33	70
63	93	82
79	85	59
58	47	98
81	55	34
90	96	66
8	97	74
54	58	50
50	82	36
39	12	95
89	72	47
45	63	32
77	9	45
72	62	63
23	37	85
49	28	31
95	51	57
4	18	29
0	81	25
0	53	61
82	70	10
49	47	88
65	46	87
75	92	74
46	81	13
66	82	54
24	96	35
48	26	16
46	53	33
63	77	85
57	58	10
13	78	76
45	60	10
63	56	53
44	29	35
38	60	61
5	52	87
75	39	75
28	48	40
